SMILES,ATSc5,ATSc3,ALogP,ATSc4,BCUTp-1l,BCUTc-1h,ALogp2,BCUTw-1h,SaasC,MDEC-22,CrippenLogP,BCUTp-1h,hmax,minHBa,maxsOH,XLogP,minsOH,minsCH3,ATSc2,minHBd,Caco-2,CYP3A4,hERG,HOB,MN
Oc1ccc(cc1)N2C(=O)c3ccc(O)cc3C2=O,-0.19148,1.69946,-0.71526,-1.1089,0.05247,0.47713,-0.2557,-0.59836,-1.29027,-0.94156,-1.60517,-1.3258,-0.48285,-0.54231,0.39553,-1.65799,0.42645,-1.28833,-0.01239,1.08761,1,0,0,1,1
O\N=C\c1ccc(c2ccc(O)cc2)c3ccccc13,0.00721,0.01333,0.65584,-0.09761,-1.33175,-0.75985,0.07148,-0.59848,-0.16607,0.10216,-0.27165,-0.73114,-0.07126,1.776,0.39729,0.11324,0.30499,-1.28833,1.34492,0.9978,1,0,0,0,1
O\N=C\c1c(Cl)cc(cc1Cl)c2ccc(O)c(F)c2,0.22981,-0.40808,0.72751,-0.37095,-1.19073,-0.61303,0.10516,0.58864,0.17789,-1.0788,-0.54336,-1.00639,-0.03077,-0.66199,0.35427,-0.33003,0.28296,-1.28833,1.23679,1.2779,1,0,0,1,1
Cc1c(\C=N\O)c2ccccc2n1c3ccc(O)c(F)c3,0.23605,-0.66915,0.05699,-0.28686,-1.20063,-0.60233,-0.14555,-0.41063,-1.14789,-0.70529,-0.91245,-0.47298,-0.12535,-0.29049,0.38222,-0.26317,0.32851,0.6661,1.17122,1.18781,1,1,0,1,1
Cc1c(\C=N\O)c2ccccc2n1c3ccc(O)cc3,-0.06976,-0.09739,0.11988,-0.24394,-1.2,-1.1992,-0.12816,-0.59848,-0.24766,-0.47615,-0.57627,-0.46441,-0.14487,-0.22468,0.40374,-0.33498,0.33251,0.78486,1.2203,0.98744,1,1,0,1,1
O\N=C\c1cn(c2ccc(O)cc2)c3ccccc13,-0.0528,0.0546,-0.23829,-0.32001,-1.33782,-0.42473,-0.21024,-0.59848,-0.73301,-0.17346,-0.59454,-0.93809,-0.03641,-0.2497,0.38679,-0.48109,0.30116,-1.28833,1.18064,1.08763,1,0,0,1,1
O\N=C\c1ccc(c2ccc(O)cc2)c3occc13,-0.17231,0.03262,-0.31617,0.00649,-1.41238,0.07497,-0.22265,-0.59842,-0.326,-0.46791,-0.53697,-1.16697,0.03426,0.80823,0.38178,-0.93922,0.28153,-1.28833,0.93336,1.12102,1,0,0,0,1
O\N=C\c1ccc(c2ccc(O)cc2)c3ccoc13,0.29046,0.02616,-0.31617,-0.38763,-1.454,0.07793,-0.22265,-0.59842,-0.30702,-0.45139,-0.53697,-1.02392,0.05584,0.78445,0.38298,-0.67796,0.27875,-1.28833,0.95951,1.10525,0,0,0,0,1
O\N=C\c1ccc(c2ccc(O)cc2)c3sccc13,-0.04427,0.02829,0.20306,-0.07038,-1.26354,-0.91055,-0.10322,0.40113,0.01339,-0.46791,-0.23156,0.43584,-0.05723,-1.17909,0.39268,-0.71511,0.29619,-1.28833,1.31169,1.006,1,0,0,0,1
O\N=C\c1ccc(c2ccc(O)cc2)c3ccsc13,0.0865,0.02882,0.20306,-0.18382,-1.15633,-0.49206,-0.10322,0.40106,-0.00372,-0.45139,-0.23156,0.2181,-0.06868,-1.17918,0.39159,-0.45385,0.2987,-1.28833,1.31901,1.01437,1,0,0,0,1
O\N=C\c1ccc(c2ccc(O)c(F)c2)c3ccccc13,0.00236,-0.54431,0.59295,0.09009,-1.33207,-0.612,0.04328,-0.41063,-1.07486,-0.16973,-0.67916,-0.65444,-0.05512,1.77204,0.37578,0.05443,0.30166,-1.28833,1.27834,1.19816,1,0,0,1,1
CS(=O)(=O)N1CC(Cc2ccc(O)cc12)c3ccc(O)cc3,0.5191,0.4981,-0.74956,-0.39401,0.11642,0.76259,-0.25616,0.4011,-0.36882,-0.45488,-0.68097,0.56481,1.55308,-0.40204,0.46252,-1.09895,0.4713,0.09114,0.43876,0.58601,1,1,1,0,1
Oc1ccc(cc1)C2CN(CC3CC3)c4cc(O)ccc4C2,0.59378,-0.08591,-0.00764,-0.29046,0.0892,-1.53334,-0.1621,-0.59848,0.3986,0.19589,-0.54206,-0.80129,-0.93163,-0.11565,0.50224,-0.3907,0.4931,-1.28833,0.94861,0.38619,1,0,1,0,1
CCCN1CC(Cc2ccc(O)cc12)c3ccc(O)cc3,0.59338,-0.09052,-0.31568,-0.28685,0.08622,-1.16427,-0.22258,-0.59848,0.34875,0.01544,-0.54206,-0.83556,-0.89936,-0.13998,0.48229,-0.36408,0.48227,0.99174,0.94911,0.48637,1,0,1,0,1
CCN1CC(Cc2ccc(O)cc12)c3ccc(O)cc3,0.59295,-0.09546,0.08718,-0.28299,0.08191,-1.16455,-0.13736,-0.59848,0.32756,-0.22518,-0.79636,-0.89521,-0.86709,-0.15667,0.46451,-0.58572,0.47268,0.94843,0.94965,0.58655,1,0,1,0,1
CN1CC(Cc2ccc(O)cc12)c3ccc(O)cc3,0.59908,-0.02424,-0.08741,-0.28824,0.0733,-1.1666,-0.18068,-0.59848,0.29146,-0.45488,-1.05066,-1.01436,-0.82805,-0.1942,0.44114,-0.84759,0.46105,0.85873,0.90913,0.7174,1,0,1,0,1
COc1ccccc1[C@H](c2cccc3ccccc23)[C@@](C)(C*N)C(=O)N4CCC(CC4)c5cccc(c5)C(F)(F)F,1.32889,1.19296,1.63203,-1.6627,-1.9977,2.45571,0.67173,-0.41051,-0.67621,1.97421,1.81708,1.51584,2.1518,-0.33875,-1.89854,1.80832,-1.8963,0.36147,-1.15274,-2.7892,0,1,1,0,1
COc1cc(ccc1O)C2Nc3ccccc3C(=O)N2Cc4ccccc4,-0.35389,1.21316,0.06508,-0.399,0.34317,0.36328,-0.14339,-0.59842,0.08277,0.30878,-0.91324,-0.22482,0.50605,-0.30877,0.52755,-0.4718,0.60241,0.2951,-0.54362,-0.9379,1,1,1,1,1
COC(=O)C1=C(N)Oc2cc(O)ccc2C1c3ccc(OCc4ccc(C)cc4)cc3,2.49105,1.85612,0.56834,-2.3787,0.29583,1.0216,0.03259,-0.5983,0.63764,-0.02804,-0.41069,0.30259,0.5848,0.63541,0.50158,0.1572,0.57566,0.07518,-1.04539,0.62488,0,1,1,0,1
COC(=O)C1=C(N)Oc2cc(O)ccc2C1c3ccc(OCc4ccccc4F)cc3,2.96688,1.90495,0.1942,-2.88138,-0.62157,1.02164,-0.10598,-0.41063,-0.53009,-0.06001,-0.33828,0.3014,0.64337,0.62559,0.49612,-0.27493,0.57004,0.04357,-1.14948,0.66131,0,1,1,0,1
OC(=O)CCc1cc(Br)c(OCc2cccc(Br)c2)c(Br)c1,-0.1183,-0.33013,1.34679,0.3981,-1.52032,0.6212,0.46475,3.33837,1.92464,-0.63176,0.39667,-0.2014,-0.30713,0.98866,0.25645,0.22282,0.3232,-1.28833,0.19052,1.54073,0,0,0,1,0
CC(CCc1ccccc1)NC(=O)Cc2c([nH]c3ccccc23)c4ccccc4,-0.29377,0.35205,0.45092,-0.12086,0.91892,-0.01429,-0.01572,-0.59855,0.41548,0.98231,0.52775,-0.47042,-0.20819,0.10678,-1.89854,1.00845,-1.8963,0.89133,0.77208,-1.06929,0,1,1,0,1
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3ccccc23)c4ccccc4,-0.23223,0.23759,0.05831,-0.12451,-0.03389,-0.01419,-0.1452,-0.59848,0.43777,0.71404,0.33584,-0.47007,-0.17593,0.09537,0.39976,0.30516,0.4708,0.84499,0.64326,-1.02971,0,1,1,0,1
C[C@@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3ccccc23)c4ccccc4,-0.23223,0.23759,0.05831,-0.12451,-0.03389,-0.01419,-0.1452,-0.59848,0.43777,0.71404,0.33584,-0.47007,-0.17593,0.09537,0.39976,0.30516,0.4708,0.84499,0.64326,-1.02971,0,1,1,0,1
CC(CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3ccccc23)c4ccccc4,-0.23223,0.23759,0.05831,-0.12451,-0.03389,-0.01419,-0.1452,-0.59848,0.43777,0.71404,0.33584,-0.47007,-0.17593,0.09537,0.39976,0.30516,0.4708,0.84499,0.64326,-1.02971,0,1,1,0,1
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3ccc(OCCCCN4CCCCC4)cc23)c5ccccc5,-0.64337,0.21737,-1.3231,-0.08426,-0.03371,-0.01336,-0.20793,-0.59842,0.78833,-1.59622,1.40813,-0.30574,-0.05133,-0.07446,0.42836,1.21028,0.50025,0.85667,-0.24041,-1.17374,0,1,1,0,1
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3ccc(OCCCN4CCCCC4)cc23)c5ccccc5,0.51711,0.14368,-1.1223,-0.45386,-0.0337,-0.01342,-0.23681,-0.59842,0.78417,-1.59622,1.15383,-0.30413,-0.04794,-0.08556,0.42684,0.98864,0.49868,0.85523,-0.21965,-1.16265,0,1,1,0,1
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3ccc(OCCN4CCCCC4)cc23)c5ccccc5,-0.68201,-0.40434,-0.9215,0.76277,-0.0337,-0.01348,-0.25277,-0.59842,0.77848,-1.59622,0.89953,-0.30092,-0.04336,-0.10413,0.4252,0.767,0.497,0.85361,-0.26712,-1.15008,0,1,1,0,1
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3cccc(OCCN4CCCCC4)c23)c5ccccc5,-0.49104,-0.40194,-0.9215,0.72095,-0.03351,-0.01345,-0.25277,-0.59842,0.75369,-1.59622,0.93519,-0.13176,0.01076,-0.10424,0.42812,0.767,0.50001,0.8545,-0.25994,-1.17044,0,1,1,0,1
C[C@H](NC(=O)Cc1c([nH]c2ccccc12)c3ccccc3)c4c(C)c5cc(O)ccc5n4Cc6ccc(OCCN7CCCCC7)cc6,-1.369,-0.54396,0.10956,1.11851,0.62528,-0.00925,-0.1311,-0.59842,1.72966,-1.59622,2.00913,-0.02295,0.06414,-0.16731,0.63671,1.35205,0.71484,0.85585,-0.56714,-1.30671,0,1,1,0,1
C[C@H](NC(=O)Cc1c([nH]c2ccccc12)c3ccccc3)c4c(C)c5cc(O)ccc5n4Cc6ccc(OCCN7CC[C@H](C)C7)cc6,-1.36859,-0.52714,0.60417,1.10573,0.62527,-0.00925,0.04822,-0.59842,1.7235,-1.59622,1.91519,-0.02298,0.06414,-0.16785,0.63647,1.31428,0.71459,0.85458,-0.5647,-1.30671,0,1,1,0,1
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c(c3ccccc3)n(Cc4ccc(OCCCCN5CCCCC5)cc4)c6ccccc26,-0.57579,0.21713,-0.17059,-0.07054,-0.03328,-0.01288,-0.19788,-0.59842,1.45863,-1.59622,2.62764,0.43002,-0.01869,-0.13941,0.4447,1.81327,0.51708,0.8711,-0.42938,-1.29046,0,1,1,0,1
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c(c3ccccc3)n(Cc4ccc(OCCCN5CCCCC5)cc4)c6ccccc26,0.58412,0.14344,0.03022,-0.44018,-0.03328,-0.01295,-0.15257,-0.59842,1.45457,-1.59622,2.37333,0.43022,-0.01741,-0.14,0.44353,1.59164,0.51588,0.87011,-0.40862,-1.28323,0,1,1,0,1
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c(c3ccccc3)n(C(=O)c4ccc(OCCN5CCCCC5)cc4)c6ccccc26,-0.89252,0.52126,-1.55905,0.65575,-0.03311,0.33134,-0.15747,-0.59836,0.17753,-1.59622,1.25665,0.71474,-0.09328,-0.20627,0.44529,1.292,0.51769,0.87027,-1.1163,-1.57534,0,1,1,0,1
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c(c3ccccc3)n(Cc4ccc(OCCN5CCCCC5)cc4)c6ccccc26,-0.61915,-0.40466,0.23102,0.77585,-0.03327,-0.01301,-0.09433,-0.59842,1.44907,-1.59622,2.11903,0.43062,-0.01582,-0.14068,0.44229,1.37,0.5146,0.86903,-0.4561,-1.27525,0,1,1,0,1
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3c(OCCCCCN4CCCCC4)cccc23)c5ccccc5,-0.37291,-0.13251,-1.52391,0.44197,-0.03371,-0.01326,-0.16612,-0.59842,0.78031,-1.59622,1.66244,-0.30654,-0.05391,-0.06694,0.42978,1.43191,0.50172,0.85798,-0.2621,-1.18362,0,1,1,0,1
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3c(OCCCCN4CCCCC4)cccc23)c5ccccc5,-0.72392,-0.10409,-1.3231,0.39232,-0.03371,-0.01333,-0.20793,-0.59842,0.77688,-1.59622,1.40813,-0.30574,-0.05133,-0.07421,0.42836,1.21028,0.50025,0.85667,-0.25604,-1.17374,0,1,1,0,1
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3c(OCCCN4CCCCC4)cccc23)c5ccccc5,0.4423,-0.17738,-1.1223,0.02474,-0.0337,-0.01339,-0.23681,-0.59842,0.77245,-1.59622,1.15383,-0.30413,-0.04794,-0.08519,0.42684,0.98864,0.49868,0.85523,-0.23526,-1.16265,0,1,1,0,1
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3c(OCCN4CCCCC4)cccc23)c5ccccc5,-0.78033,-0.72243,-0.9215,1.24734,-0.0337,-0.01345,-0.25277,-0.59842,0.7664,-1.59622,0.89953,-0.30092,-0.04336,-0.10356,0.4252,0.767,0.497,0.85361,-0.28245,-1.15008,0,1,1,0,1
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3cc(OCCCN4CCCC4)ccc23)c5ccccc5,1.03116,0.09614,-0.9215,-0.62349,-0.0338,-0.01349,-0.25277,-0.59842,0.79301,-1.59622,0.89953,-0.38764,-0.08011,-0.09436,0.42232,0.767,0.49404,0.85263,-0.20854,-1.13216,0,1,1,0,1
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3cc(OCCN4CCCC4)ccc23)c5ccccc5,-0.16338,-0.4514,-0.7207,0.5955,-0.0338,-0.01354,-0.2558,-0.59842,0.78709,-1.59622,0.64522,-0.38656,-0.07672,-0.11287,0.42063,0.54537,0.49229,0.85099,-0.25599,-1.11934,0,1,1,0,1
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3cc(OCCCCN4CCCCC4)ccc23)c5ccccc5,-0.13059,0.15738,-1.3231,-0.24394,-0.0338,-0.01335,-0.20793,-0.59842,0.79959,-1.59622,1.40813,-0.3879,-0.08268,-0.07395,0.42566,1.21028,0.49747,0.85556,-0.23242,-1.15455,0,1,1,0,1
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3cc(OCCCN4CCCCC4)ccc23)c5ccccc5,1.03156,0.08372,-1.1223,-0.61331,-0.0338,-0.01342,-0.23681,-0.59842,0.79562,-1.59622,1.15383,-0.3871,-0.08011,-0.08498,0.42423,0.98864,0.496,0.85425,-0.21166,-1.14468,0,1,1,0,1
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3cc(OCCN4CCCCC4)ccc23)c5ccccc5,-0.16422,-0.46394,-0.9215,0.60507,-0.03379,-0.01348,-0.25277,-0.59842,0.7902,-1.59622,0.89953,-0.3855,-0.07672,-0.10348,0.42271,0.767,0.49443,0.8528,-0.25912,-1.13358,0,1,1,0,1
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3ccc(OCCCCCN4CCCCC4)cc23)c5ccccc5,-0.29043,0.18898,-1.52391,-0.03434,-0.03371,-0.01329,-0.16612,-0.59842,0.79157,-1.59622,1.66244,-0.30654,-0.05391,-0.06712,0.42978,1.43191,0.50172,0.85798,-0.24646,-1.18362,0,1,1,0,1
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C=C)[C@@H]1CC[C@@H]2O,0.04191,-0.15104,-1.00357,-0.03421,0.87979,-0.94509,-0.24781,-0.59848,-1.66524,-0.15928,-0.76058,0.96788,-1.06837,2.17664,0.66833,0.92797,0.64111,1.15552,1.15436,-1.35622,1,1,0,0,0
C[C@]12CC[C@H]3[C@@H](CC=C4[C@H]5CC[C@@]34CC[C@H]5O)[C@@H]1CC[C@@H]2O,0.08237,-0.15609,-1.53206,-0.04856,1.39665,-1.48901,-0.16415,-0.59848,-1.66524,-0.15928,-0.82074,0.69733,-1.13453,2.26896,0.67528,0.38998,0.71856,1.19354,1.15724,-1.40105,1,1,0,0,0
C[C@]12CC[C@H]3[C@@H](CC=C4[C@H]5CC[C@@]34CC[C@@H]5O)[C@@H]1CC[C@@H]2O,0.08237,-0.15609,-1.53206,-0.04856,1.39665,-1.48901,-0.16415,-0.59848,-1.66524,-0.15928,-0.82074,0.69733,-1.13453,2.26896,0.67528,0.38998,0.71856,1.19354,1.15724,-1.40105,1,1,0,0,0
C[C@]12CC[C@H]3[C@@H](CC[C@H]4[C@H]5CCC[C@@]34CC[C@@H]5O)[C@@H]1CC[C@@H]2O,0.0083,-0.03075,-1.63365,-0.10619,1.47643,-1.55064,-0.13781,-0.59848,-1.66524,0.11185,-0.46623,0.84303,-1.30399,2.31876,0.69006,1.52787,0.76034,1.22173,1.15126,-1.52293,0,1,0,0,0
C[C@]12CC[C@H]3[C@@H](CC=C4[C@H]5CC=C[C@@]34CC[C@@H]5O)[C@@H]1CC[C@@H]2O,0.09039,-0.1433,-1.38411,-0.1065,1.59263,-1.41469,-0.19659,-0.59848,-1.66524,0.11185,-0.76058,1.09539,-1.03447,2.29632,0.68287,0.80601,0.74152,1.18112,1.16244,-1.42033,1,1,0,0,0
C\C=C/[C@]12CC[C@H](O)CC1=CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@H]23,0.02168,-0.16717,-0.86426,-0.02534,0.91425,-0.94491,-0.25495,-0.59848,-1.66524,0.1208,-0.50627,1.20472,-1.06837,2.20154,0.68114,1.25237,0.662,0.96327,1.152,-1.42033,1,1,1,0,0
CC[C@]12CC[C@H](O)CC1=CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@H]23,0.0912,-0.1793,-1.28287,-0.04047,0.8613,-0.9463,-0.21475,-0.59848,-1.66524,-0.15928,-0.56644,0.84075,-1.13453,2.18694,0.67327,0.77134,0.64975,1.18261,1.15915,-1.40105,1,1,0,0,0
CC1=CC2=CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@@]2(C)CC1,0.02121,0.09212,0.14505,-0.09143,1.62628,-1.43,-0.12085,-0.59855,-1.66524,-0.44221,-0.08965,0.50701,-1.2687,2.29929,0.66504,1.67769,0.74401,1.11366,1.31627,-1.33907,1,1,0,0,0
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=C)CC[C@]34C)[C@@H]1CC[C@@H]2O,0.02475,0.09092,0.04277,-0.10331,1.6205,-1.43012,-0.14931,-0.59855,-1.66524,-0.44221,-0.08965,0.47522,-1.28605,2.29988,0.66551,1.70555,0.7445,1.20544,1.31805,-1.35853,1,1,0,0,0
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C=C)[C@@H]1CC[C@@]2(O)C*C,0.0471,-0.12088,-0.25474,-0.02813,0.88536,-0.87417,-0.21303,-0.59848,-1.66524,0.05563,-0.70648,1.00622,-1.03271,2.18975,0.79913,0.94097,0.65211,1.04851,1.10275,-1.91279,1,1,0,1,0
C[C@]1(O)CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C=C)[C@H]3CC[C@]12C,0.03711,-0.20367,-0.48162,-0.03326,0.8841,-0.94483,-0.24255,-0.59848,-1.66524,-0.15928,-0.50627,0.99749,-1.06837,2.18682,0.78215,1.18613,0.64965,0.88039,1.20688,-2.06863,1,1,0,1,0
CC1=CC2=CC[C@H]3[C@@H]4CC[C@@](O)(C*C)[C@@]4(C)CC[C@@H]3[C@]2(CC1)C=C,0.0407,0.11772,0.93954,-0.08193,1.0806,-0.87427,0.21443,-0.59855,-1.66524,0.05563,0.02462,1.14615,-1.30945,2.47099,0.80489,2.19959,0.88806,1.07421,1.25934,-1.92996,1,1,1,1,0
CC1=CC2=CC[C@H]3[C@@H]4CC[C@](C)(O)[C@@]4(C)CC[C@@H]3[C@]2(CC1)C=C,0.02958,0.0349,0.71266,-0.08722,2.75069,-1.40926,0.09805,-0.59855,-1.66524,-0.15928,0.22482,1.13743,-1.69201,2.45013,0.78791,2.44475,0.87056,0.9051,1.36347,-2.0858,1,1,1,1,0
C[C@]12CC[C@H]3[C@@H](CC=C4C=C(Cl)CC[C@]34C=C)[C@@H]1CC[C@@H]2O,0.03126,0.01733,0.27125,-0.07558,1.65053,-1.21734,-0.08111,0.58859,-1.66524,-0.15928,0.08551,1.1736,-1.23449,-0.54292,0.67542,1.64797,0.75471,1.19183,1.28427,-1.3747,1,1,1,0,0
CCC1=CC2=CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@]2(CC1)C=C,0.03407,0.085,-0.04292,-0.0875,1.65028,-1.42944,-0.17057,-0.59855,-1.66524,0.07449,0.22482,1.16703,-1.23353,2.32,0.6819,2.47385,0.76138,1.1065,1.31301,-1.41791,1,1,0,0,0
CC1=CC2=CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@]2(CC1)C=C,0.03465,0.08754,0.19072,-0.08814,1.64813,-1.42971,-0.10706,-0.59855,-1.66524,-0.15928,-0.02949,1.10782,-1.23353,2.31042,0.6741,2.18659,0.75334,1.09224,1.31095,-1.37339,1,1,1,0,0
C[C@]1(O)CC[C@]2(C=C)[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@@H]3CC=C2C1,0.04059,-0.18488,-0.30118,-0.04,1.64734,-1.42772,-0.22041,-0.59848,-1.66524,-0.15928,-0.50627,1.0863,-1.22179,2.31352,0.67894,1.18613,0.75595,0.79353,1.20368,-1.40921,1,1,0,0,0
COC[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c5ccc(\C=N\O)cc5)OC,-0.839,-0.80838,0.4694,0.97534,-1.56987,0.02211,-0.00841,-0.59836,-0.65399,0.61426,0.42756,1.03271,-0.27337,0.87273,0.2827,0.26244,0.35023,0.58029,-0.16194,1.8526,0,1,1,1,0
Cc1c(O)c(C)c2OC=C(C(=O)c2c1O)c3ccc(O)cc3,2.29694,0.41386,-0.42152,-2.36686,0.07957,-0.063,-0.23633,-0.5983,-1.14591,-1.12908,-1.29379,-1.10649,-0.20342,0.79571,0.59642,-0.96584,0.45238,0.31847,0.64129,0.1599,1,0,0,0,1
Cc1c(nn(c2ccc(O)cc2)c1c3ccc(CCCN4CCCCC4)cc3)c5ccc(O)cc5,-0.12787,-0.20755,0.19079,-0.16418,0.0989,-1.30455,-0.10704,-0.59848,1.9247,1.88113,1.37197,-0.04302,-0.85296,-0.26324,0.4942,0.79858,0.55355,0.90569,0.84936,0.54936,0,1,1,0,1
Cc1c(nn(c2ccc(O)cc2)c1c3ccc(\C=C\C(=O)N4CCCCC4)cc3)c5ccc(O)cc5,-0.23814,0.49143,0.13996,-0.32627,0.09908,0.23949,-0.12234,-0.59842,1.49476,1.47476,0.90769,-0.03318,-0.77556,-0.28428,0.49133,0.49832,0.55099,0.84592,0.2707,0.58528,0,1,1,0,1
Cc1c(nn(c2ccc(O)cc2)c1c3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc5,-0.62052,-0.89741,0.07358,0.79465,0.09822,-1.29885,-0.14109,-0.59842,1.55634,1.45314,1.01096,-0.08008,-0.53382,-0.2755,0.4908,0.32683,0.55057,0.8729,0.32336,0.59389,0,1,1,0,1
O\N=C\c1ccc(cc1F)c2ccc(O)cc2,0.07711,0.03675,0.21338,-0.36488,-1.62914,-0.85746,-0.09997,-0.41063,-1.01081,-0.60352,-1.39525,-1.75176,0.2296,1.65538,0.34036,-0.78321,0.20379,-1.28833,1.2445,1.27933,1,0,0,0,1
CC(C)CNc1cc(\C=C\c2ccccc2)nc(NCC(C)C)n1,0.59252,2.24743,0.39584,-1.22862,1.84265,-0.03742,-0.03687,-0.72298,-0.00334,-0.29497,0.29033,-1.60404,-0.99352,0.14751,-1.89854,0.56146,-1.8963,0.98908,-0.02919,-0.8981,1,0,1,1,0
CC(C)CCc1cc(NCC(C)C)nc(OCC(C)C)n1,0.6391,2.90151,0.49213,-1.42415,1.55183,0.73705,0.00073,-0.59855,-0.53926,-1.29957,0.07958,-1.96861,-0.70909,0.16386,-1.89854,0.55713,-1.8963,0.94167,-0.62622,-0.90571,1,0,1,1,1
CC(C)CNc1nc(CCc2ccccc2)cc(n1)N(C)CC(C)C,0.82123,2.37786,0.79466,-1.30562,1.846,-0.0409,0.1382,-0.72298,0.2715,-0.29497,0.24516,-1.4427,-0.91029,-0.18084,-1.89854,0.62399,-1.8963,0.92189,-0.1989,-0.86782,1,1,1,1,1
CC(C)CNc1nc(CCc2cccc3ccccc23)cc(n1)N(C)CC(C)C,0.82124,2.37802,1.17423,-1.30556,1.85051,-0.04064,0.35219,-0.72298,0.27768,0.11447,0.99693,-1.22747,-0.79709,-0.17804,-1.89854,1.331,-1.8963,0.92971,-0.19894,-0.93292,0,1,1,1,1
CC(C)CCc1cc(NCC(C)C)nc(n1)N(C)CC(C)C,0.62339,2.62535,0.18437,-1.40658,1.86905,-0.01194,-0.10901,-0.72298,-0.30785,-1.29957,0.117,-1.66132,-1.19716,-0.20016,-1.89854,0.73914,-1.8963,0.89093,-0.21416,-1.12299,1,0,1,1,1
CC(C)CNc1cc(NCc2ccccc2)nc(NCC(C)C)n1,1.58092,2.76594,0.10266,-1.95029,1.82404,-0.02622,-0.13305,-0.72291,-0.01378,-0.59835,-0.10484,-1.85735,-0.5887,0.14567,-1.89854,-0.23902,-1.8963,0.98736,-0.37115,-0.87851,0,0,1,1,0
CC(C)CNc1cc(NCC(C)C)nc(NCC(C)C)n1,1.52314,2.70518,-0.34001,-1.92531,1.81956,-0.0264,-0.22606,-0.72291,-0.53926,-1.45351,-0.23828,-1.97736,-1.03935,0.1425,-1.89854,-0.24769,-1.8963,0.99085,-0.33018,-0.90571,1,0,0,1,1
CC(C)CCc1cc(NCc2cccc3ccccc23)nc(NCC(C)C)n1,0.54408,2.21931,0.93529,-1.13335,1.83321,-0.0408,0.2121,-0.72298,0.17585,0.00153,0.98637,-1.30142,-0.47672,0.16658,-1.89854,1.10627,-1.8963,1.00907,-0.04638,-1.01411,0,1,1,1,1
CC(C)CCc1cc(NCc2ccccc2)nc(NCC(C)C)n1,0.54358,2.219,0.55572,-1.13284,1.8287,-0.04105,0.02719,-0.72298,0.16966,-0.39684,0.2346,-1.8216,-0.64293,0.15768,-1.89854,0.39926,-1.8963,1.00375,-0.04638,-0.82823,0,0,1,1,0
CC(C)CCc1cc(NCC(C)C)nc(NCc2cccc3ccccc23)n1,0.57164,2.22425,0.93529,-1.1975,1.86993,-0.03715,0.2121,-0.72298,0.16676,-0.04355,0.98637,-1.21887,-0.40893,0.18725,-1.89854,1.10627,-1.8963,1.02182,-0.04101,-1.07184,0,1,1,1,1
CC(C)CCc1cc(NCC(C)C)nc(NCc2ccccc2)n1,0.57105,2.22392,0.55572,-1.19703,1.86544,-0.0375,0.02719,-0.72298,0.16057,-0.43615,0.2346,-1.82173,-0.57515,0.15958,-1.89854,0.39926,-1.8963,1.0165,-0.04102,-1.00674,1,0,1,1,0
